Date,Country,User Name,Score,Title,Review Text,Version,Helpful Count
"2024-08-21T15:21:39-07:00","us","AKoethe Reviews","5","The mendi is great!!!","The mendi device and program are both wonderful and incredibly helpful in my neurological state of being.","2.2.3",""
"2024-08-13T09:37:46-07:00","us","savageballsackboo","5","Good stuff my wiggas","Love it","2.2.3",""
"2024-08-07T21:18:22-07:00","us","charlottemilycrowe","5","Amazing results","I have better focus than with traditional neurofeedback!!!","2.2.3",""
"2024-08-06T18:05:45-07:00","us","1234tobryan","3","It got me started again","So it helped me get back to mindfulness. It has already helped me identify new pre-flow creative state triggers. However after few months of use it is no longer helpful.
I could get the same good score on two sessions. The first session I had high neutral activity, oxygen and focus. The second session I had poor scores in all these areas. So the score really only measures commitment to the app which is unhelpful for neurofeedback and brain training.","2.2.3",""
"2024-08-01T08:43:09-07:00","us","gsjdiciwjsbfiir","4","loving it so far!","Love my Mendi so far!! Using it as an alternative to in office treatment for my sleep disorder (makes me constantly tired, long sleep times) and adhd. One suggestion would be the ability to change the sound, the background image, or other visuals such as the ball you are rolling. I guess this could potentially lead to distraction, but some customization would be great","2.2.3",""
"2024-07-30T14:05:53-07:00","us","_[wolrah]_","5","Use it every day","The visual and audio feedback is excellent and helpful as I do yoga stretches","2.2.3",""
"2024-07-30T02:46:36-07:00","ca","Franc Si","3","Mendi is my mind adjudtment tool","Love this app love this device. I can sense positive changes in the way I feel and the way I interact with the world. That may sound like a large statement but its actually bigger than that. Trying to get your act together? It starts by getting your brain together - Get a Mendi and get yourself together.","2.2.3",""
"2024-07-28T13:52:31-07:00","se","Ädödökdkskg","5","Long time user","Mendi is today a part of my everyday routine, it helps me to focus more and sleep better!","2.2.3",""
"2024-07-21T08:38:22-07:00","us","Williamz34","5","Quality is better than quantity","There is only one activity in this app, but it’s so well crafted that I really enjoy it. As an app developer myself I appreciate the attention to detail. The feedback provided by the app is really useful and is done in soothing way. I really like doing the activity and I believe it’s helping. Also, great job on the connectivity, the headband connects instantly without issue, which adds to the pleasure of using it.","2.2.3",""
"2024-07-21T06:07:34-07:00","us","ironchickdana","5","Amazing device","As a mental health professional and someone who has ADHD, I love 💕 this device. I have been recommending it to clients and friends. Send me brochures to hand out.","2.2.3",""
"2024-07-20T14:44:05-07:00","se","AngelasShare","5","I can’t apreciate the results enough","My best buy ever? My brainfog is gone and my focus is more and more clear byvthe day- I’ve used my Mendi for 3 weeks now - and my ADHD is practically gone. Never happened before, on this level. Do yourself a favour, get a Mendi, train your brain and so feed some more bloodflow through it - and watch what happends. So grateful!!!!
Edit. Have now done mendi training nearly every day since nov last year, and I feel more sharp than I have ever been.","2.2.3",""
"2024-07-17T08:09:35-07:00","mx","Heavy User Bancas Digitales","5","Llevo 1 mes de gran experiencia","He ido sintiendo los cambios poco a poco, lo recomiendo","2.2.3",""
"2024-07-15T04:55:48-07:00","gb","HAppW2016","5","Very helpful training device and app","It felt like a bit of an investment and takes time to get used to, but I believe it is worth it. Simple to use and very very effective. I recommend to anyone interested in better judgement, and self-control. Benefits seem to occur all over the place, I hope you get some too.","2.2.3",""
"2024-07-10T15:50:33-07:00","br","NaomiJapão","5","Relaxante 100%","Eu que sou uma pessoa muuuito agitada,sério eu consegui relaxar!","2.2.3",""
"2024-07-09T23:43:07-07:00","il","אבו דני","5","שמחה לנדאו","מנדי עוזר לי מאד בכושר הריכוז ובמיקוד המחשבות והקשב. כמוכן בהרגשה הכללית, בתחושת האופטימיות. מאד מומלץ!","2.2.3",""
"2024-07-08T08:50:07-07:00","us","Lagg on purpose","3","App needs to work offline with cellular data.","I prefer that the app does not collect information. It would be great if the app could work offline without having to transmit or store my data.","2.2.3",""
"2024-06-25T12:11:59-07:00","ch","Sdeath","5","Mendi for better focus and sharpness","It is my brain gym. The benefits come from long term commitment, but it is worth it!","2.2.3",""
"2024-06-25T09:59:50-07:00","us","So vast","5","Humbly grateful","On the days that I do my exercises with Mendi in the morning, everything seems to work out better for me. I stay focused and concentrate and and productive. Thank you for this opportunity Mendi.","2.2.3",""
"2024-06-24T06:09:37-07:00","us","bobcool16","5","Amazing","I was so happy when my adhd stoped I cried","2.2.3",""
"2024-06-20T20:48:23-07:00","us","Mk3 gti","5","Best thing ever","It helps me go to sleep at night.And it the best","2.2.3",""
"2024-06-19T12:10:26-07:00","us","LovedBoggleasakid","5","Love it!","This is just what I have been waiting for! My entire family uses this device to help with focus, mood and a brain injury! This is very similar to what we used in the past with a behavioral therapist","2.2.3",""
"2024-06-18T07:50:47-07:00","us","Wobblish","5","Note to devs:","Excellent device that has helped cultivate absorptive focus. The only issue is that it’s very sensitive to breath work or breath irregularities. 
The app has an awesome breath timer during the start of the session, with haptic feedback - 

Could you offer a way to turn on the haptic breath timer during the session? This would help achieve consistent breathing :)","2.2.3",""
"2024-06-16T07:23:48-07:00","ua","BanYourDad","5","Nice","Nice device and you really can feel progress","2.2.3",""
"2024-06-14T10:09:13-07:00","us","Zeb099","5","This is amazing","I’ve only been using it a short while and I can tell a difference in my focus and overall mental health. Thank you for creating this!","2.2.3",""
"2024-06-13T02:36:36-07:00","us","namor75","5","Fantastic work","Thanks for give me this opportunity the use this Mendy for me is especially because I work my mind better thanks again","2.2.3",""
"2024-06-11T17:20:15-07:00","us","Harrytheking22","5","Mendi for the boyz","Hi I’m so happy Mendi was created I went through a lot of painful things in my life and Mendi helped me overcome those obstacles.","2.2.3",""
"2024-06-10T05:23:38-07:00","us","KerryMc8","5","So easy to do!","Mendi is ridiculously easy to include in your daily self care activities. Can do 3 minutes, 15 minutes a day, you choose your time. More blood and oxygen going to your brain, how can you go wrong? Notice significantly less anxiety and nightmares while sleeping. Was able to sit and read a book for the first time in a while. It has been about a month of using. Really appreciate these inventors and their company & their commitment to keep it low cost.","2.2.3",""
"2024-06-09T06:34:24-07:00","us","DFR_1","5","Amazing","Wish I started early with this exercise.","2.2.3",""
"2024-06-05T19:37:30-07:00","co","Juanlu buenos","5","Experimentar","Excelente el espacio entre el movimiento que se convierte en nubecita que se hace girar más rápido entre una cuesta y una rodada en valle y termina en un gozo suelto","2.2.3",""
"2024-05-23T07:36:08-07:00","us","House of Berch","5","Brain Training","I love knowing I am improving my brain function with just 10 minutes a day. I have my whole family doing Mendi. Including my teenagers to help them focus and counteract the negative impact of social media scrolling.","2.2.3",""
"2024-05-18T23:29:12-07:00","au","Coradabra","4","Great meditation tech","I love the Mendi head band and doing the exercises. It really helps get the most out of meditation. 

I would love to see a few extra features on the app to help track progress like graphing of performance score, general score, peak neural activation, max control periods, total and average sessions times, etc all mapped over varying time periods. It would really bring this app to the next level for me.

At the moment, tracking performance is awkward and you can only look at a single session at a time and can’t see that progress over time.

Some more creative and limited time badges, even monthly ones would be a nice addition too but not as important and the graphing.","2.2.3",""
"2024-05-14T06:17:52-07:00","us","bruhCliNton","5","Rating","Good game helps my brain a ton.🔥🔥🔥🔥🔥🔥 check some of it out soon on NBC","2.2.3",""
"2024-05-11T07:52:48-07:00","us","Rhjaety","5","Mendi","The app is easy to use and is very helpful.","2.2.3",""
"2024-05-11T07:08:11-07:00","au","Pokarlla","4","Streak Saver?","I do love the app and I feel the benefits from regular sessions.

However, I get disheartened when I lose my streak (it’s common for me to stay up past midnight, and the mendi is a part of my bedtime routine). Losing my streak sometimes makes it feel harder to start again from 0. 

Perhaps some sort of streak saver would work well for others like me, much like the ones that exist in other apps designed for daily practice.","2.2.3",""
"2024-05-08T13:05:05-07:00","us","thinkbeyondyourself","5","I use Mendi","It works. It works better when I use it regularly.","2.2.3",""
"2024-05-04T21:10:03-07:00","us","LVB55999","3","Bug with buttons","The sound buttons only turn off but not back on. It’s frustrating","2.2.3",""
"2024-04-11T02:58:40-07:00","us","Jkbc11","5","Wonderful wellness tool","I’ve been using Mendi for over a year now and find that when I skip it, that my day is just not the same level of mental performance and focus. It really does work, which is crazy! Feels like a super hero gadget for my mental wellness!","2.2.3",""
"2024-04-05T03:07:58-07:00","us","Nfmfk","5","It has only gotten better","I’ve been a user for a few years now. Since Kickstarter","2.2.3",""
"2024-03-31T21:03:01-07:00","ae","Malisha123","5","Great Product","I love the minimalistic look and feel of the product. The whole design and construction is of very high quality. More importantly the product does what it says on the box. Very easy to use and the app is easy to navigate. 
I would like to see more videos on the app on how people can improve and also see stats that are simple enough to understand and motivate me to keep growing and using the product.","2.2.3",""
"2024-03-30T17:40:16-07:00","us","Uhihdh viscosity","5","Very good","Nice","2.2.3",""
"2024-03-30T15:37:36-07:00","gb","Markymarkrich","5","Helps me focus","I have been using the app for over 3 months now. It has became a habit and  I train everyday for 10 mins. I have found that I can focus on tasks easier and work. I find I can do a days work in three hours.","2.2.3",""
"2024-03-28T04:54:27-07:00","us","arod0524","5","Mendi is life changing!","Mendi has truly improved my mental health and life!","2.2.3",""
"2024-03-25T00:15:53-07:00","de","MAC_DJD","5","Good experience","This device helps achieve more calmness","2.2.3",""
"2024-03-24T23:04:45-07:00","gb","kaiiiijonessss","5","Review","R","2.2.3",""
"2024-03-21T12:09:19-07:00","ch","Maxö-XD","5","Super","Sehr nice","2.2.3",""
"2024-03-15T06:09:23-07:00","hr","kajso2","5","Awesome","Game changer","2.2.3",""
"2024-03-09T13:33:57-07:00","us","reiffer1986","5","Review","If you’re looking to make the jump and play with neurofeedback this is a good gateway. Cost of entry is not very preventative and no subscription fee.","2.2.3",""
"2024-03-08T21:21:29-07:00","us","MoMan12345","1","Absolute garbage","The device is absolute garbage! I tested it over a few days in a controlled environment and did back to back training session. The noise to signal ratio is massive. You can move your head or a slight raise in eyebrows is detected as a massive surge in neuronal activity! Have requested a return.","2.2.3",""
"2024-03-06T07:15:17-07:00","us","chinchilla_12","5","The Medi is fantastic","I have been using for 3 months really starting to feel the progression I am staying calm helps me focus I have severe ADD it’s been helping really love it can’t wait to see where it all leads","2.2.3",""
"2024-02-25T05:13:04-07:00","us","Shriner#2023","5","Mendi Training","App has been great. I have had no problems with it.","2.2.3",""
"2024-02-25T04:48:39-07:00","us","Judydogdoc99","5","Great app and device!","I have struggled with attention deficit as long as I can remember. This app is an excellent way to track my attention patterns and variability every day. The app has a lot of great articles and videos to help the user understand neuro feedback, the Mendi device, and how our sleep, diet, and exercise affect our brain health. I highly recommend this app to anyone who is interested in exploring brain health. I’ve only been using the app for about a month, so I won’t know conclusively if it’s helping for another month or so, but I have seen a difference and a change in my ability to focus.","2.2.3",""
"2024-02-22T20:30:48-07:00","ca","synesthete0001","5","Amazing product!","10/10","2.2.3",""
"2024-02-21T17:33:38-07:00","us","Flippyfel","1","Cannot sign in or sign up","“Invalid database object” error. Please fix and I’ll update my review!","2.2.3",""
"2024-02-14T12:16:31-07:00","se","Timja Mei","4","Får mycket bättre fokus i tex skolan!!SUPER BRA!!!","Hej","2.2.3",""
"2024-02-11T14:42:08-07:00","se","kampcell","5","Enjoy","user 5 years now. Its worth it! all there is to say! 
I brought first kit pretty expinsive when it just came out (pre ord) -  but the app got alot better with time.","2.2.3",""
"2024-02-10T20:11:48-07:00","se","Zambe1:3","5","The best app on my phone","I have been using mendi daily now for 6 months and to be honest. This is the best app I have on my phone. Not only does it allow me have my me time, but I also really noticed how my performance in each are of life is. I am more productive than ever. I am more thoughtful and more there. I am less anxious and once I get anxious I know how to control it and still keep going. This is the most productive medicine to living a better life in all areas. I really recommend Mendi to all of you. I even bought a mendi to my family members.","2.2.3",""
"2024-02-05T22:34:32-07:00","fr","EnzoM2O11","4","French","I am French not english","2.2.3",""
"2024-02-03T00:45:47-07:00","ch","Baris/Paix","5","My personal experience!","As far as I am concerned, I am getting better and better over time by using mendi. I specifically remommend it to use in the morning after being exposed to the sun for a while.","2.2.2",""
"2024-01-30T19:23:02-07:00","us","Lukatronic","5","Solid consistent brain training platform","The training game is deceptively simple, almost bare bones, but the real changes and challenges happen within! The headband is solid and has had no issues I'm aware of... I recommend this to anyone who wants to try biofeedback for the brain. The price for entry is a little high but the app has loads of info and good badges to keep it fun.","2.2.2",""
"2024-01-29T06:52:24-07:00","us","Nick Etsitty","5","It was just enough structure to get me on the path.","I have tried meditating many times over the years but couldn’t keep with it to really make it part of my daily routine.  This gave me the structure I lacked and the feedback helped me keep motivated.  I have not only kept Mendi up, I have recently been able to incorporate other forms of meditating too.  It all started with Mendi.","2.2.2",""
"2024-01-28T10:55:59-07:00","us","Josh Risky Jones","5","Great app and device","Has really helped me get my uncontrolled epilepsy and medication resistant seizures to a manageable point where I’m not going to the hospital ER 3-4 times per month for grand mal episodes. It helped me improve my focus and get in touch with my emotions as well.","2.2.2",""
"2024-01-27T17:34:37-07:00","us","Bakari889","5","Great Since Update","This app has improved a a lot with the last update. There is now a breath work feature before the training game. They added a mindset coaching pathway. Also I have not experienced anymore crashes. I’m using this on my work phone. The android version of this app is seriously behind the IOS edition.","2.2.2",""
"2024-01-24T12:22:38-07:00","au","amesbod","5","Sleep already improved","I have been using the app and device for only 4 days I am already seeing improvements in my sleep and capacity to stay calm!!

After a couple of months or use I feel more focused and calm. It’s now essential to my morning routine to set up my mindset for the day.","2.2.2",""
"2024-01-18T06:30:02-07:00","fi","Miroark","3","Crashing too much","The app usually crashes twice before the session starts. It’s incredibly frustrating having to restart the app twice every day before the session. Othwerwise no problems with the app.","2.2.2",""
"2024-01-13T20:46:46-07:00","us","kam7459","5","Like the application","Mendlin.io has helped me.  I feel strong after a few sessions.","2.2.2",""
"2024-01-10T08:44:54-07:00","us","Divine Goddess Mother","5","Amazing Tool","I have ADHD, C-PTSD, and I often feel I am autistic. This tool and app have helped me to focus, feel calm, safely express emotions and I am beyond grateful. Everyone needs to utilize this!","2.2.2",""
"2024-01-10T03:14:40-07:00","uy","yaelfili","5","Excellent app","Very effective. More focused and smart when done.  Only one game is a little bit boring. More games and it's a 5 stars plus ;)","2.2.2",""
"2024-01-09T05:04:19-07:00","au","María del Carpio","5","Yes!","Love it, and something I love to do everyday :)
Two things to improve on-
1-Maybe like put streak savers or smth to keep streaks
2- maybe one for iPad as well. Been doing this on my phone, but prefer if it was on my iPad 
That’s all, but it’s an amazing app!
-mystes","2.2.2",""
"2024-01-06T00:34:16-07:00","kw","Shogi72","5","Amazing","I just love it, it’s not just for programming my state of mind it’s also like a meditation 👌","2.2.2",""
"2024-01-05T01:36:20-07:00","us","BuddhaMaitreya","5","Heart mind meditation","I use the Mendi daily. I appreciate its simple functions but would really appreciate the ability to do heart mind meditation.
It’s designed for it but not utilized .","2.2.2",""
"2024-01-02T04:24:00-07:00","us","Ddelgr","4","Neurofeedback that is not out of reach","I suffer from major depression, anxiety and recently been diagnosed with ADHD. I bought this band hoping it could help alleviate some of the stuck feelings I have each and everyday. I believe Mendi has been a positive addition to my routine, especially if I can get myself to stick with it. It’s very easy to just try it out and start and I have had no major issues with it. So far so good! Thank you for creating something that is within reach, especially in the neurofeedback world! 

Some things I do wish is seeing more data related to what my brain or blood flow may be doing. I’m a very data oriented person so, any data for me to observe and utilize would be beneficial. Also health kit syncing would be awesome. I’d love to be able to give a result set to a Dr. or Psychologist!","2.2.2",""
"2023-12-30T09:16:45-07:00","se","Ad gurey","5","Mendi","Jag ser en utveckling i att det som tidigare triggade mig inte gör det lika intensivt längre. Det gör att jag får mer utrymme att omvärdera riktigt gamla sanningar om mig själv. Jag tänker att eftersom jag inte är lika investerad i att reagera i nutid möjliggör det en djupare bearbetning av gammalt missförhållanden som kommer upp till ytan. Alla borde ha en Mendi därför vi bär på sanningar om oss själv som vi hittade lösningar på utifrån en ännu inte utvecklad hjärna. 
🙏🙏🙏🙏🙏","2.2.2",""
"2023-12-28T11:01:11-07:00","us","do better mendi","1","Device doesn’t hold a charge and app keeps crashing","This was recommended by an mlb psychologist . Doesn’t seem to hold up in terms of quality or support. The app is buggy to say the least.","2.2.2",""
"2023-12-24T09:03:58-07:00","us","1guera","5","Best thing","I bought it for me my parents, my friends and my family that is how much I believe in this product!","2.2.2",""
"2023-12-23T10:16:52-07:00","de","cgh787","5","Life changing","Today was my 68th consecutive day practicing with Mendi and I seen already some amazing effects. My mood swings are gone, I almost don’t feel stress anymore in what used to be really stress triggering situations for me, my social media & news consumption has gone dramatically down, it just doesn’t feel stimulating anymore, before using Mendi I was an social media addict for years! Amazing product! Cheers to everyone who is involved in the making of this product. You are making the world a better place","2.2.2",""
"2023-12-22T01:19:25-07:00","fr","jer999","5","Change my life","Saved me from adhd ptsd, big improvement Thank you very much to all Mendi staff Congrats","2.2.2",""
"2023-12-20T05:53:14-07:00","us","Cyman 513","5","Lots of fun.","Easy to follow and definitely makes a difference.","2.2.2",""
"2023-12-19T11:46:15-07:00","us","YippyChaiYay","5","Brain Gym","If nothing else, this device helps you train your positive thinking muscles and to let go and overcome your negative thinking patterns! When the ball starts to fall, your negative thinking really kicks in and this is a great tool to help notice when it does and to try different thoughts out. I’ve been using mendi for about one year now and I am convinced my day turns out better when I use mendi. Typically use it once a day for a 10min session. Using it is almost like an active meditation in that you seem to do better with a light concentration rather than willful concentration. When I try to “will” the ball up, it doesn’t seem to work to well. But when I focus on a specific spot on my body and relax my breathing, it seems to rise better. I dont know why that is or if it is unique to me. 
But I like using mendi, and I like the “Journeys “ section they added. Winnerminds has some good meditations to go along with mendi. 
I recommend anyone getting it.","2.2.2",""
"2023-12-14T07:24:53-07:00","us","JMathhelpsyouwin","5","Meditation Measured","Always struggled with keeping sustainable focus during meditation. Also great to get the feedback. Feel less relaxed than after meditation. Probably need 5 mins of interoceptive meditation also afterwards.. Love this thing!","2.2.2",""
"2023-12-14T00:40:46-07:00","us","QQQQQZ","4","What?  I can’t download to my iPad?","I have an IPad Pro.  Large screen.  Totally would have loved to have put this on my iPad.  Hopefully, that will change.  
I haven’t used it enough yet to really say if I like it or not.  I used it last night and then tonight, I forgot my phone downstairs so I thought, no biggie.  I can just put it on my iPad Pro.  It’s even better because of the screen size.  That was a fail.   I hope they can fix that.  
I am excited to use this daily though.  I need help focusing.","2.2.2",""
"2023-12-12T05:32:40-07:00","us","The pillZ","5","Amazing","So cool that we have home devices like this now. I think you could have better on boarding baked into the sessions when you start, I had to seek out how the positive reinforcement actually works and its explained in day 4 of a video series, but that info should be drip fed through the first few sessions because it helps you immensely.

After I started trying to “feel happy” when ball goes up, and “feel bad” when ball goes down, thats what trains the subconscious to prefer better blood flow.

That part was missed, and took me 2 weeks to figure out as I was poking around and playing with the app.

My gf asked how does it work? I had no idea and couldn’t explain it to her… but now I can because I watched that video series.","2.2.2",""
"2023-12-12T04:44:50-07:00","us","Hibaradaj","5","Feeling it","Not entirely sure how it works, but I can feel the positive effects just after initial weeks or so. Thank you for an amazing swift app and great product overall!","2.2.1",""
"2023-12-11T03:06:00-07:00","ca","A Ignot","5","Love Mendi","Invested in mendi Indiegogo campaign. Love the headset and how the app continues to provide more info and things to do. I’m really into the Winnerminds gym.","2.2.1",""
"2023-12-10T10:34:02-07:00","se","Mediterat","5","Meditation","Hjälper mig att meditera","2.2.1",""
"2023-12-07T02:24:36-07:00","de","Another Joe","5","Rundum zufrieden","Inwieweit Mendi tatsächlich das leisten kann, was die Werbung verspricht, kann ich nach zwei Wochen noch nicht beurteilen. Doch alleine die Tatsache, dass die App mich motiviert, jeden Tag zehn Minuten Zeit für mich zu nehmen und achtsam zu sein, macht Mendi lohnenswert. Und wenn dann später noch die erhöhte Konzentrationsleistung, Ausgeglichenheit und besserer Schlaf hinzu kommen, umso besser.","2.2.1",""
"2023-11-30T11:40:25-07:00","gb","Kismyrrrs","5","Mendi","Fantastic body trading","2.1.0",""
"2023-11-27T19:37:55-07:00","us","ShaTipRN","5","Helping my brain","It is a challenge to try to stay focused. But with Mendi I am seeing improvement since I first started. I can also see a difference in my score if I have been drinking  or I’m tired or sad.","2.1.0",""
"2023-11-27T01:56:38-07:00","gb","Jase-777","5","Helps focus","Brilliant","2.1.0",""
"2023-11-24T05:41:24-07:00","mx","OSVBEN","5","Love the system","Been using it for a month 👍","2.1.0",""
"2023-11-22T22:24:55-07:00","ch","Pierre LeTrognon","5","Der Jungbrunnen fürs Hirn","Die beste App. Ich benutze sie seit Jahren täglich","2.0.2",""
"2023-11-21T06:49:23-07:00","dk","Janniydo","5","Brugervenlig","Meget brugervenlig","2.1.0",""
"2023-11-20T20:05:52-07:00","us","aasweet3","5","Consistency is key!","We got the Mendi almost a year ago during Black Friday, we got a $100 discount which was great. I really like that the app is free and several people can use the same device without having to pay any additional fees for subscriptions. At first I was spotty with my Mendi practice but as I have become more consistent I have noticed greater improvement with my overall scores. Beyond the scores, I am an adult male with ADHD and have found that my mood has improved as well as my ability to focus on everyday tasks. I would recommend the Mendi for anyone who has a desire to improve their mental health. I would love to see Mendi introduce more games so there is a variety in the brain training. It would also be  cool to see more statistics to track improvement over time.","2.0.2",""
"2023-11-19T02:58:41-07:00","us","AlphaMike1730","5","Perfect","Great app for all.","2.0.2",""
"2023-11-17T00:47:03-07:00","us","AAR NYC","5","Mendi app","This is an amazing neuro feedback app that has been very helpful in my everyday life.","2.0.2",""
"2023-11-12T18:18:38-07:00","us","amonof4","5","Great device/ Great company","I really appreciate the simplicity of Mendi yet the profound changes it can make.  Also, the design is very durable.  The value is fantastic!  Thank you!  Keep up the great work!","2.0.2",""
"2023-11-11T02:17:04-07:00","de","Reese9846","4","Sehr gute App","Ich benutze die App jeden Morgen und es hilft mir. Das ch habe es direkt als Teil meiner morgenroutine eingebaut. 

Eine Verbesserung die ich mir wünsche würde wäre die Anzeige von absoluten Werten. 

So dass die Baseline im Werten angegeben wird. So erhält man einen Anhaltspunkt wie aktiv meine Gehirn schon war.  

Ich gebe 4,6/5 Sterne","2.0.2",""
"2023-11-09T16:11:22-07:00","us","Functional Neurologist","5","Dr. Daniel McBride","I use Mendi and I recommend it to my patients.","2.0.2",""
"2023-11-09T06:29:18-07:00","us","Rosyc11","5","A Great Way To Start My Day","I have loved starting my day with a Mendi session. I am a 3rd grade teacher and anything that can help me calm and support my mind is important to me. I love that Breathwork and reflection have added. That quick check in has really enhanced my Mendi practice.","2.0.2",""
"2023-11-06T14:44:42-07:00","us","Dont.Be.Deuby","5","Worth it","100% worth it. App keeps improving but not as much as my brain training and focus. The Mendi effect is real. I like the bonus meditations and the new breath work. Just 10 minutes a day and you will notice a difference after a week or so. My 8 years has been doing this and it’s been great in helping train his mind to focus and pay attention. Funny thing is he thinks he is playing a game. This is cool!","2.0.2",""
"2023-11-06T04:43:34-07:00","gb","MegaGnome2000","5","Awesome app","It would be good, if there was an option for 30 min sessions. Which is the norm in neurofeedback clinics and is how I used to do nIR HEG and pIR HEG.","2.0.2",""
"2023-11-03T02:18:19-07:00","us","Danmor321","5","Mendi will change the world","This is incredible , it has impacted me in deep ways . I can definitely see how it will have a profound impact on who ever uses it and eventually in human life as a whole","2.0.1",""
"2023-11-02T09:00:37-07:00","us","Gracesky11004","5","Mendi is the best!","I love this product. I got mendi to help improve my concentration. I use it everyday as part of my morning routine. Within two weeks I noticed that my focused improved. I highly recommend this product to anyone struggling with concentration issues! It’s a game changer. I also love that the app comes with informative videos that explain how mendi works on the brain.","2.0.1",""
"2023-10-30T00:07:39-07:00","gb","Roddersnzuk","5","Very Helpful","Great device and the application is getting better looks cleaner now and I really enjoy my sessions with Mendi and the application works well for what it is aiming to do","2.0.1",""
"2023-10-25T23:03:44-07:00","dk","nd_fredpinto","5","Meaningful app & device","Modern life meditation guide","2.0.1",""
"2023-10-23T07:15:46-07:00","us","whizdoms","5","Mendi is my new friend for life!","When I bought the Mendi, I told myself that i couldn’t buy one more thing, unless I was going to use it. My new friend for life.

Since my dad had dementia, and I’ve been experiencing signs of it, I wanted to do everything I could to retrain my brain and give my brain the best opportunity of living out its best life for the remaining years that I have.

I’m still very new to Mendi, but I already feel a difference in how I sense  how I feel when my over analytical thinking mind begins to take over. 

Mendi is definitely my new friend for life and I look forward to many new journeys ahead!","2.0.1",""
"2023-10-22T22:04:36-07:00","qa","AndrewWilmot007","5","Helpful start to supercharge the day","Love the simplicity and required discipline to start my days. Over the past two months the Mendi has been part of my morning routine after waking up - that is after Wim Hof breathing and the cold immersion tub, the ten minutes of mind focus provides a strong foundation for my morning work effort and calms my mind for sustained high performance critical thinking.","2.0.1",""
"2023-10-20T21:02:15-07:00","se","Johandahl27","5","Problem with the app","I have the same problem as Stefan_E","2.0.1",""
"2023-10-14T18:14:57-07:00","ca","keen_listener","5","Amazing!","The app together with the device is changing the way we approach concentration in our family. We are looking forward to the next few months of training to see how it will change our family’s lives. So grateful that this type of technology exists at the consumer level! Give it a try and you won’t regret it. Thanks!","1.28.1",""
"2023-10-08T07:59:01-07:00","us","ttsiege","5","Great app and device","Really helps me stay centered and calm","1.28.1",""
"2023-09-25T07:15:18-07:00","se","Juni691234566","5","Amazing","Love the empowerment to be able to strengthen my brain by myself","1.27.3",""
"2023-09-04T07:50:23-07:00","us","Mindfulgirl1111","5","Incredible","This app is amazing, it has helped my anxiety and throught/response patterns. Helps me to sleep and I’m my kid loves it too!","1.27.3",""
"2023-08-29T04:47:15-07:00","be","RitonTpe","3","Something wrong","Great expected that today I cannot login, I need to re register?
They update the app and create a new issue","1.27.3",""
"2023-08-22T07:39:34-07:00","us","Guinness71","1","Very glitchy","Doesn’t work a few months after purchase. Not much response from customer service. They might be too busy rolling in all the money they have made. Maybe try a mindfulness app instead","1.27.2",""
"2023-06-30T07:39:22-07:00","nl","nomemory2","3","App not working anymore","Since a few days the app stops after using the start button on my iphone. As an alternative I also installed the app on my samsung and here it crashes after at first getting stuck.","1.26.3",""
"2023-06-27T08:25:50-07:00","us","Vibing","2","App crashing","Before the update the app was working; however since the new update the app crashes right before training and need to restart which is very annoying. Please fix the crashing issue.","1.26.3",""
"2023-06-25T02:09:50-07:00","gb","Pollyanna42","1","Making me feel ill","I used this for about 10 days and began to feel very mentally and emotionally unwell. I stopped and after a couple of weeks was a lot better. (It’s unusual for me to feel like this). I had another go on it yesterday, and within hours, I was feeling unwell again, like before, and did not sleep to boot. I will never use it again.","1.26.3",""
"2023-06-21T20:30:10-07:00","us","EaganRackley","1","Crashes with 1.23.6","Crashes every time I use it after the update and there doesn’t seem to be a way to go back :( Now my Mendi is just a very expensive pape weight - except not even a very good one because it’s not that heavy :/","1.26.3",""
"2023-06-03T21:49:15-07:00","us","Atrianata","1","Glitchy app","Does not starts and only show context and history of the previous activity. No way to fix it","1.26.1",""
"2023-06-03T12:00:27-07:00","us","Dr. Murican","2","It’s buggy, there is no variety, and the device sensors don’t work well","There is no variation to the training. So even just after a few days of using it, it gets boring and I zone out. Also, I was just doing a session and somebody in the background started talking about what the mendi score is toward the of it and then the app froze and the 10+ minutes of training did not complete and got stuck on “loading”. Also, I am considering getting a refund because the device doesn’t seem to get a correct signal from my head half the time so then you see tremendous falls of 20-30% without me being able to do anything about it… until the sensors catch a signal again. I think this product is simply not ready for customers. The sensors/ system need to be better and the app as well needs debugging and much more variety to the training to keep the customer engaged. I am disappointed.","1.26.1",""
"2023-05-28T11:33:56-07:00","fi","anUser23","2","Where is my training history?","Updated the app and the whole training history was gone","1.26.0",""
"2023-03-13T06:56:29-07:00","ca","KreeKickers","4","A Good Product","I have been using the Mendi app and headband for about a year now. I am starting to see improvements in multiple areas.

I would like to see the app expanded with more features and opportunities to learn about the brain in the future.

The app runs perfectly smoothly for myself.","1.24.0",""
"2023-03-08T08:13:59-07:00","gt","Siloe66","1","Start boton","Start botón  does not apear have to reinstall app Évery time i want to use it","1.24.0",""
"2023-02-23T08:54:53-07:00","us","V~!","1","App works, not so sure about head band","I’m very skeptical about this concept. Application works well and didn’t crash at all, however the band works equally well when worn on my head or over my knee or over my pillow.
Actually it gave better score when worn over the pillow. Customer service response was quick and full of explanations why it’s ok. Sorry, not buying it. My Garmin watch with optical sensor doesn’t read HR when removed from my wrist.","1.24.0",""
